"kodjaz","typvaz","akrcis1","kodcis1","chodnota1","text1","akrcis2","kodcis2","chodnota2","text2"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ020","Středočeský kraj","CISORP",65,"2120","Příbram"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ020","Středočeský kraj","CISORP",65,"2121","Rakovník"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ020","Středočeský kraj","CISORP",65,"2122","Říčany"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ020","Středočeský kraj","CISORP",65,"2123","Sedlčany"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ020","Středočeský kraj","CISORP",65,"2124","Slaný"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ020","Středočeský kraj","CISORP",65,"2125","Vlašim"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ020","Středočeský kraj","CISORP",65,"2126","Votice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3101","Blatná"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3102","České Budějovice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3103","Český Krumlov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3104","Dačice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3105","Jindřichův Hradec"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3106","Kaplice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3107","Milevsko"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3108","Písek"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3109","Prachatice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3110","Soběslav"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3111","Strakonice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3112","Tábor"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3113","Trhové Sviny"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3114","Třeboň"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3115","Týn nad Vltavou"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3116","Vimperk"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ031","Jihočeský kraj","CISORP",65,"3117","Vodňany"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3201","Blovice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3202","Domažlice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3203","Horažďovice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3204","Horšovský Týn"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3205","Klatovy"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3206","Kralovice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3207","Nepomuk"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3208","Nýřany"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3209","Plzeň"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3210","Přeštice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3211","Rokycany"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3212","Stod"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3213","Stříbro"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3214","Sušice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ032","Plzeňský kraj","CISORP",65,"3215","Tachov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ041","Karlovarský kraj","CISORP",65,"4101","Aš"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ041","Karlovarský kraj","CISORP",65,"4102","Cheb"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ041","Karlovarský kraj","CISORP",65,"4103","Karlovy Vary"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ041","Karlovarský kraj","CISORP",65,"4104","Kraslice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ041","Karlovarský kraj","CISORP",65,"4105","Mariánské Lázně"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ041","Karlovarský kraj","CISORP",65,"4106","Ostrov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ041","Karlovarský kraj","CISORP",65,"4107","Sokolov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4201","Bílina"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4202","Děčín"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4203","Chomutov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4204","Kadaň"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4205","Litoměřice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4206","Litvínov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4207","Louny"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4208","Lovosice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4209","Most"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4210","Podbořany"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4211","Roudnice nad Labem"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4212","Rumburk"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4213","Teplice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4214","Ústí nad Labem"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4215","Varnsdorf"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ042","Ústecký kraj","CISORP",65,"4216","Žatec"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ051","Liberecký kraj","CISORP",65,"5101","Česká Lípa"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ051","Liberecký kraj","CISORP",65,"5102","Frýdlant"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ051","Liberecký kraj","CISORP",65,"5103","Jablonec nad Nisou"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ051","Liberecký kraj","CISORP",65,"5104","Jilemnice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ051","Liberecký kraj","CISORP",65,"5105","Liberec"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ051","Liberecký kraj","CISORP",65,"5106","Nový Bor"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ051","Liberecký kraj","CISORP",65,"5107","Semily"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ051","Liberecký kraj","CISORP",65,"5108","Tanvald"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ051","Liberecký kraj","CISORP",65,"5109","Turnov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ051","Liberecký kraj","CISORP",65,"5110","Železný Brod"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5201","Broumov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5202","Dobruška"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5203","Dvůr Králové nad Labem"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5204","Hořice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5205","Hradec Králové"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5206","Jaroměř"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5207","Jičín"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5208","Kostelec nad Orlicí"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5209","Náchod"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5210","Nová Paka"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5211","Nové Město nad Metují"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5212","Nový Bydžov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5213","Rychnov nad Kněžnou"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5214","Trutnov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ052","Královéhradecký kraj","CISORP",65,"5215","Vrchlabí"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5301","Česká Třebová"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5302","Hlinsko"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5303","Holice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5304","Chrudim"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5305","Králíky"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5306","Lanškroun"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5307","Litomyšl"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5308","Moravská Třebová"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5309","Pardubice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5310","Polička"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5311","Přelouč"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5312","Svitavy"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5313","Ústí nad Orlicí"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5314","Vysoké Mýto"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ053","Pardubický kraj","CISORP",65,"5315","Žamberk"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6101","Bystřice nad Pernštejnem"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6102","Havlíčkův Brod"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6103","Humpolec"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6104","Chotěboř"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6105","Jihlava"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6106","Moravské Budějovice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6107","Náměšť nad Oslavou"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6108","Nové Město na Moravě"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6109","Pacov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6110","Pelhřimov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6111","Světlá nad Sázavou"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6112","Telč"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6113","Třebíč"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6114","Velké Meziříčí"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ063","Kraj Vysočina","CISORP",65,"6115","Žďár nad Sázavou"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6201","Blansko"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6202","Boskovice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6203","Brno"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6204","Břeclav"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6205","Bučovice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6206","Hodonín"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6207","Hustopeče"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6208","Ivančice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6209","Kuřim"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6210","Kyjov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6211","Mikulov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6212","Moravský Krumlov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6213","Pohořelice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6214","Rosice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6215","Slavkov u Brna"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6216","Šlapanice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6217","Tišnov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6218","Veselí nad Moravou"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6219","Vyškov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6220","Znojmo"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ064","Jihomoravský kraj","CISORP",65,"6221","Židlochovice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7101","Hranice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7102","Jeseník"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7103","Konice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7104","Lipník nad Bečvou"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7105","Litovel"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7106","Mohelnice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7107","Olomouc"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7108","Prostějov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7109","Přerov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7110","Šternberk"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7111","Šumperk"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7112","Uničov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ071","Olomoucký kraj","CISORP",65,"7113","Zábřeh"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7201","Bystřice pod Hostýnem"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7202","Holešov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7203","Kroměříž"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7204","Luhačovice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7205","Otrokovice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7206","Rožnov pod Radhoštěm"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7207","Uherské Hradiště"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7208","Uherský Brod"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7209","Valašské Klobouky"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7210","Valašské Meziříčí"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7211","Vizovice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7212","Vsetín"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ072","Zlínský kraj","CISORP",65,"7213","Zlín"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8101","Bílovec"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8102","Bohumín"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8103","Bruntál"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8104","Český Těšín"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8105","Frenštát pod Radhoštěm"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8106","Frýdek-Místek"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8107","Frýdlant nad Ostravicí"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8108","Havířov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8109","Hlučín"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8110","Jablunkov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8111","Karviná"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8112","Kopřivnice"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8113","Kravaře"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8114","Krnov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8115","Nový Jičín"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8116","Odry"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8117","Opava"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8118","Orlová"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8119","Ostrava"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8120","Rýmařov"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8121","Třinec"
"CS","Hierarchie číselníků","NUTS3-2004",108,"CZ080","Moravskoslezský kraj","CISORP",65,"8122","Vítkov"
