"KRAJ","ORP","STRANA","ZKRATKA","BLOK","HLASYABS","HLASYOBEC","HLASYPROC"
"Moravskoslezský","Bohumín","Sociální demokracie","SOCDEM","koalice",1063,7426,14.31
"Jihomoravský","Boskovice","Sociální demokracie","SOCDEM","koalice",426,14994,2.84
"Středočeský","Brandýs nad Labem-Stará Boleslav","Sociální demokracie","SOCDEM","koalice",215,28083,0.77
"Jihomoravský","Brno","Sociální demokracie","SOCDEM","koalice",2545,103518,2.46
"Moravskoslezský","Bruntál","Sociální demokracie","SOCDEM","koalice",81,8174,0.99
"Jihomoravský","Břeclav","Sociální demokracie","SOCDEM","koalice",235,15174,1.55
"Jihomoravský","Bučovice","Sociální demokracie","SOCDEM","koalice",96,4474,2.15
"Vysočina","Bystřice nad Pernštejnem","Sociální demokracie","SOCDEM","koalice",486,5396,9.01
"Zlínský","Bystřice pod Hostýnem","Sociální demokracie","SOCDEM","koalice",125,4089,3.06
"Středočeský","Čáslav","Sociální demokracie","SOCDEM","koalice",482,6759,7.13
"Středočeský","Černošice","Sociální demokracie","SOCDEM","koalice",294,39906,0.74
"Liberecký","Česká Lípa","Sociální demokracie","SOCDEM","koalice",218,16809,1.3
"Jihočeský","České Budějovice","Sociální demokracie","SOCDEM","koalice",932,50390,1.85
"Středočeský","Český Brod","Sociální demokracie","SOCDEM","koalice",77,4761,1.62
"Jihočeský","Český Krumlov","Sociální demokracie","SOCDEM","koalice",380,10721,3.54
"Moravskoslezský","Český Těšín","Sociální demokracie","SOCDEM","koalice",87,5560,1.56
"Jihočeský","Dačice","Sociální demokracie","SOCDEM","koalice",47,5474,0.86
"Středočeský","Dobříš","Sociální demokracie","SOCDEM","koalice",58,6323,0.92
"Plzeňský","Domažlice","Sociální demokracie","SOCDEM","koalice",309,9747,3.17
"Moravskoslezský","Frenštát pod Radhoštěm","Sociální demokracie","SOCDEM","koalice",61,4916,1.24
"Moravskoslezský","Frýdek-Místek","Sociální demokracie","SOCDEM","koalice",653,28795,2.27
"Liberecký","Frýdlant","Sociální demokracie","SOCDEM","koalice",28,6353,0.44
"Moravskoslezský","Frýdlant nad Ostravicí","Sociální demokracie","SOCDEM","koalice",126,7081,1.78
"Moravskoslezský","Havířov","Sociální demokracie","SOCDEM","koalice",540,19353,2.79
"Vysočina","Havlíčkův Brod","Sociální demokracie","SOCDEM","koalice",547,14196,3.85
"Moravskoslezský","Hlučín","Sociální demokracie","SOCDEM","koalice",249,11357,2.19
"Jihomoravský","Hodonín","Sociální demokracie","SOCDEM","koalice",131,14897,0.88
"Zlínský","Holešov","Sociální demokracie","SOCDEM","koalice",354,5722,6.19
"Plzeňský","Horažďovice","Sociální demokracie","SOCDEM","koalice",85,3124,2.72
"Plzeňský","Horšovský Týn","Sociální demokracie","SOCDEM","koalice",185,3348,5.53
"Středočeský","Hořovice","Sociální demokracie","SOCDEM","koalice",77,7715,1
"Vysočina","Humpolec","Sociální demokracie","SOCDEM","koalice",340,5011,6.79
"Jihomoravský","Hustopeče","Sociální demokracie","SOCDEM","koalice",99,10479,0.94
"Karlovarský","Cheb","Sociální demokracie","SOCDEM","koalice",81,10053,0.81
"Vysočina","Chotěboř","Sociální demokracie","SOCDEM","koalice",427,6388,6.68
"Jihomoravský","Ivančice","Sociální demokracie","SOCDEM","koalice",64,6380,1
"Liberecký","Jablonec nad Nisou","Sociální demokracie","SOCDEM","koalice",134,14029,0.96
"Moravskoslezský","Jablunkov","Sociální demokracie","SOCDEM","koalice",228,4680,4.87
"Vysočina","Jihlava","Sociální demokracie","SOCDEM","koalice",1230,28667,4.29
"Liberecký","Jilemnice","Sociální demokracie","SOCDEM","koalice",53,6349,0.83
"Jihočeský","Jindřichův Hradec","Sociální demokracie","SOCDEM","koalice",141,13241,1.06
"Jihočeský","Kaplice","Sociální demokracie","SOCDEM","koalice",82,4795,1.71
"Karlovarský","Karlovy Vary","Sociální demokracie","SOCDEM","koalice",85,21791,0.39
"Moravskoslezský","Karviná","Sociální demokracie","SOCDEM","koalice",1439,13034,11.04
"Středočeský","Kladno","Sociální demokracie","SOCDEM","koalice",296,28190,1.05
"Plzeňský","Klatovy","Sociální demokracie","SOCDEM","koalice",224,12494,1.79
"Středočeský","Kolín","Sociální demokracie","SOCDEM","koalice",324,20750,1.56
"Moravskoslezský","Kopřivnice","Sociální demokracie","SOCDEM","koalice",131,10615,1.23
"Plzeňský","Kralovice","Sociální demokracie","SOCDEM","koalice",210,6254,3.36
"Středočeský","Kralupy nad Vltavou","Sociální demokracie","SOCDEM","koalice",86,7494,1.15
"Karlovarský","Kraslice","Sociální demokracie","SOCDEM","koalice",2,3076,0.07
"Moravskoslezský","Kravaře","Sociální demokracie","SOCDEM","koalice",82,5794,1.42
"Moravskoslezský","Krnov","Sociální demokracie","SOCDEM","koalice",73,6551,1.11
"Zlínský","Kroměříž","Sociální demokracie","SOCDEM","koalice",1512,18367,8.23
"Jihomoravský","Kuřim","Sociální demokracie","SOCDEM","koalice",40,7224,0.55
"Středočeský","Kutná Hora","Sociální demokracie","SOCDEM","koalice",203,12894,1.57
"Jihomoravský","Kyjov","Sociální demokracie","SOCDEM","koalice",290,15491,1.87
"Liberecký","Liberec","Sociální demokracie","SOCDEM","koalice",389,38413,1.01
"Zlínský","Luhačovice","Sociální demokracie","SOCDEM","koalice",80,5303,1.51
"Středočeský","Lysá nad Labem","Sociální demokracie","SOCDEM","koalice",100,6277,1.59
"Karlovarský","Mariánské Lázně","Sociální demokracie","SOCDEM","koalice",27,5492,0.49
"Středočeský","Mělník","Sociální demokracie","SOCDEM","koalice",140,10216,1.37
"Jihomoravský","Mikulov","Sociální demokracie","SOCDEM","koalice",48,4929,0.97
"Jihočeský","Milevsko","Sociální demokracie","SOCDEM","koalice",211,5389,3.92
"Středočeský","Mladá Boleslav","Sociální demokracie","SOCDEM","koalice",488,25851,1.89
"Středočeský","Mnichovo Hradiště","Sociální demokracie","SOCDEM","koalice",144,5026,2.87
"Vysočina","Moravské Budějovice","Sociální demokracie","SOCDEM","koalice",191,6498,2.94
"Jihomoravský","Moravský Krumlov","Sociální demokracie","SOCDEM","koalice",56,6472,0.87
"Vysočina","Náměšť nad Oslavou","Sociální demokracie","SOCDEM","koalice",113,3649,3.1
"Plzeňský","Nepomuk","Sociální demokracie","SOCDEM","koalice",75,3149,2.38
"Středočeský","Neratovice","Sociální demokracie","SOCDEM","koalice",56,6893,0.81
"Vysočina","Nové Město na Moravě","Sociální demokracie","SOCDEM","koalice",481,5694,8.45
"Liberecký","Nový Bor","Sociální demokracie","SOCDEM","koalice",64,6598,0.97
"Moravskoslezský","Nový Jičín","Sociální demokracie","SOCDEM","koalice",329,12526,2.63
"Středočeský","Nymburk","Sociální demokracie","SOCDEM","koalice",456,10727,4.25
"Plzeňský","Nýřany","Sociální demokracie","SOCDEM","koalice",316,13987,2.26
"Moravskoslezský","Odry","Sociální demokracie","SOCDEM","koalice",63,3976,1.58
"Moravskoslezský","Opava","Sociální demokracie","SOCDEM","koalice",484,26368,1.84
"Moravskoslezský","Orlová","Sociální demokracie","SOCDEM","koalice",289,7708,3.75
"Moravskoslezský","Ostrava","Sociální demokracie","SOCDEM","koalice",1130,74563,1.52
"Karlovarský","Ostrov","Sociální demokracie","SOCDEM","koalice",44,6684,0.66
"Zlínský","Otrokovice","Sociální demokracie","SOCDEM","koalice",188,8319,2.26
"Vysočina","Pacov","Sociální demokracie","SOCDEM","koalice",231,2895,7.98
"Vysočina","Pelhřimov","Sociální demokracie","SOCDEM","koalice",1824,13237,13.78
"Jihočeský","Písek","Sociální demokracie","SOCDEM","koalice",353,14460,2.44
"Plzeňský","Plzeň","Sociální demokracie","SOCDEM","koalice",1116,46603,2.39
"Středočeský","Poděbrady","Sociální demokracie","SOCDEM","koalice",175,8743,2
"Jihomoravský","Pohořelice","Sociální demokracie","SOCDEM","koalice",38,4275,0.89
"Jihočeský","Prachatice","Sociální demokracie","SOCDEM","koalice",162,9004,1.8
"Plzeňský","Přeštice","Sociální demokracie","SOCDEM","koalice",168,6063,2.77
"Středočeský","Příbram","Sociální demokracie","SOCDEM","koalice",388,18529,2.09
"Středočeský","Rakovník","Sociální demokracie","SOCDEM","koalice",146,13673,1.07
"Plzeňský","Rokycany","Sociální demokracie","SOCDEM","koalice",233,12664,1.84
"Jihomoravský","Rosice","Sociální demokracie","SOCDEM","koalice",79,7165,1.1
"Zlínský","Rožnov pod Radhoštěm","Sociální demokracie","SOCDEM","koalice",133,8633,1.54
"Moravskoslezský","Rýmařov","Sociální demokracie","SOCDEM","koalice",103,3601,2.86
"Středočeský","Říčany","Sociální demokracie","SOCDEM","koalice",129,20197,0.64
"Středočeský","Sedlčany","Sociální demokracie","SOCDEM","koalice",81,5722,1.42
"Liberecký","Semily","Sociální demokracie","SOCDEM","koalice",60,7119,0.84
"Středočeský","Slaný","Sociální demokracie","SOCDEM","koalice",95,9659,0.98
"Jihomoravský","Slavkov u Brna","Sociální demokracie","SOCDEM","koalice",428,6866,6.23
"Jihočeský","Soběslav","Sociální demokracie","SOCDEM","koalice",101,6781,1.49
"Karlovarský","Sokolov","Sociální demokracie","SOCDEM","koalice",187,16499,1.13
"Plzeňský","Stod","Sociální demokracie","SOCDEM","koalice",117,5288,2.21
"Jihočeský","Strakonice","Sociální demokracie","SOCDEM","koalice",168,12114,1.39
"Plzeňský","Stříbro","Sociální demokracie","SOCDEM","koalice",114,3881,2.94
"Plzeňský","Sušice","Sociální demokracie","SOCDEM","koalice",116,6204,1.87
"Vysočina","Světlá nad Sázavou","Sociální demokracie","SOCDEM","koalice",169,5435,3.11
"Jihomoravský","Šlapanice","Sociální demokracie","SOCDEM","koalice",194,22246,0.87
"Jihočeský","Tábor","Sociální demokracie","SOCDEM","koalice",321,23228,1.38
"Plzeňský","Tachov","Sociální demokracie","SOCDEM","koalice",200,7375,2.71
"Liberecký","Tanvald","Sociální demokracie","SOCDEM","koalice",46,4731,0.97
"Vysočina","Telč","Sociální demokracie","SOCDEM","koalice",108,4011,2.69
"Jihomoravský","Tišnov","Sociální demokracie","SOCDEM","koalice",98,9650,1.02
"Jihočeský","Trhové Sviny","Sociální demokracie","SOCDEM","koalice",83,5939,1.4
"Vysočina","Třebíč","Sociální demokracie","SOCDEM","koalice",854,20732,4.12
"Jihočeský","Třeboň","Sociální demokracie","SOCDEM","koalice",161,6902,2.33
"Moravskoslezský","Třinec","Sociální demokracie","SOCDEM","koalice",236,10873,2.17
"Liberecký","Turnov","Sociální demokracie","SOCDEM","koalice",53,9736,0.54
"Jihočeský","Týn nad Vltavou","Sociální demokracie","SOCDEM","koalice",53,4048,1.31
"Zlínský","Uherské Hradiště","Sociální demokracie","SOCDEM","koalice",352,24518,1.44
"Zlínský","Uherský Brod","Sociální demokracie","SOCDEM","koalice",214,13102,1.63
"Zlínský","Valašské Klobouky","Sociální demokracie","SOCDEM","koalice",100,5920,1.69
"Zlínský","Valašské Meziříčí","Sociální demokracie","SOCDEM","koalice",127,10761,1.18
"Vysočina","Velké Meziříčí","Sociální demokracie","SOCDEM","koalice",356,10139,3.51
"Jihomoravský","Veselí nad Moravou","Sociální demokracie","SOCDEM","koalice",107,10005,1.07
"Jihočeský","Vimperk","Sociální demokracie","SOCDEM","koalice",54,4368,1.24
"Moravskoslezský","Vítkov","Sociální demokracie","SOCDEM","koalice",27,3392,0.8
"Zlínský","Vizovice","Sociální demokracie","SOCDEM","koalice",105,4598,2.28
"Středočeský","Vlašim","Sociální demokracie","SOCDEM","koalice",78,7147,1.09
"Jihočeský","Vodňany","Sociální demokracie","SOCDEM","koalice",122,3279,3.72
"Středočeský","Votice","Sociální demokracie","SOCDEM","koalice",114,3174,3.59
"Zlínský","Vsetín","Sociální demokracie","SOCDEM","koalice",378,16315,2.32
"Jihomoravský","Vyškov","Sociální demokracie","SOCDEM","koalice",304,14083,2.16
"Zlínský","Zlín","Sociální demokracie","SOCDEM","koalice",676,29612,2.28
"Jihomoravský","Znojmo","Sociální demokracie","SOCDEM","koalice",182,24160,0.75
"Vysočina","Žďár nad Sázavou","Sociální demokracie","SOCDEM","koalice",755,11552,6.54
"Liberecký","Železný Brod","Sociální demokracie","SOCDEM","koalice",14,3426,0.41
"Jihomoravský","Židlochovice","Sociální demokracie","SOCDEM","koalice",87,9874,0.88
"Olomoucký","Hranice","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",70,8488,0.82
"Olomoucký","Jeseník","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",126,6981,1.8
"Olomoucký","Konice","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",39,3417,1.14
"Olomoucký","Lipník nad Bečvou","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",50,3769,1.33
"Olomoucký","Litovel","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",75,6126,1.22
"Olomoucký","Mohelnice","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",303,4563,6.64
"Olomoucký","Olomouc","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",889,42309,2.1
"Olomoucký","Prostějov","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",345,23840,1.45
"Olomoucký","Přerov","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",373,19529,1.91
"Olomoucký","Šternberk","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",100,5686,1.76
"Olomoucký","Šumperk","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",324,16842,1.92
"Olomoucký","Uničov","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",100,5424,1.84
"Olomoucký","Zábřeh","Hlas pro náš kraj, koalice SOCDEM a SproK","SOCDEM+SproK","koalice",87,9020,0.96
"Královéhradecký","Broumov","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",520,3697,14.07
"Královéhradecký","Dobruška","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",639,5861,10.9
"Královéhradecký","Dvůr Králové nad Labem","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",344,6537,5.26
"Královéhradecký","Hořice","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",145,5089,2.85
"Královéhradecký","Hradec Králové","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",2220,40522,5.48
"Královéhradecký","Jaroměř","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",796,4990,15.95
"Královéhradecký","Jičín","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",947,12934,7.32
"Královéhradecký","Kostelec nad Orlicí","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",309,6264,4.93
"Královéhradecký","Náchod","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",1623,17212,9.43
"Královéhradecký","Nová Paka","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",198,3781,5.24
"Královéhradecký","Nové Město nad Metují","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",255,4399,5.8
"Královéhradecký","Nový Bydžov","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",665,4609,14.43
"Královéhradecký","Rychnov nad Kněžnou","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",637,8775,7.26
"Královéhradecký","Trutnov","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",628,15277,4.11
"Královéhradecký","Vrchlabí","HLAS samospráv – pro spravedlivý rozvoj Královéhradeckého kraje","SOCDEM+SproK+RH","koalice",398,6473,6.15
"Pardubický","Česká Třebová","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",1865,4933,37.81
"Pardubický","Hlinsko","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",2080,6387,32.57
"Pardubický","Holice","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",962,4632,20.77
"Pardubický","Chrudim","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",3867,22307,17.34
"Pardubický","Králíky","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",635,2068,30.71
"Pardubický","Lanškroun","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",1800,5834,30.85
"Pardubický","Litomyšl","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",1134,8056,14.08
"Pardubický","Moravská Třebová","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",2098,6258,33.53
"Pardubický","Pardubice","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",5567,32777,16.98
"Pardubický","Polička","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",1085,5333,20.35
"Pardubický","Přelouč","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",1022,6777,15.08
"Pardubický","Svitavy","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",1159,7113,16.29
"Pardubický","Ústí nad Orlicí","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",2251,7081,31.79
"Pardubický","Vysoké Mýto","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",1633,8868,18.41
"Pardubický","Žamberk","3PK - Pro prosperující Pardubický kraj","SOCDEM+VČ+SproK","koalice",3612,8999,40.14
"Zlínský","Bystřice pod Hostýnem","Svoboda a přímá demokracie (SPD)","SPD","koalice",256,4089,6.26
"Zlínský","Holešov","Svoboda a přímá demokracie (SPD)","SPD","koalice",323,5722,5.64
"Zlínský","Kroměříž","Svoboda a přímá demokracie (SPD)","SPD","koalice",1090,18367,5.93
"Zlínský","Luhačovice","Svoboda a přímá demokracie (SPD)","SPD","koalice",267,5303,5.03
"Zlínský","Otrokovice","Svoboda a přímá demokracie (SPD)","SPD","koalice",477,8319,5.73
"Zlínský","Rožnov pod Radhoštěm","Svoboda a přímá demokracie (SPD)","SPD","koalice",401,8633,4.64
"Zlínský","Uherské Hradiště","Svoboda a přímá demokracie (SPD)","SPD","koalice",882,24518,3.6
"Zlínský","Uherský Brod","Svoboda a přímá demokracie (SPD)","SPD","koalice",680,13102,5.19
"Zlínský","Valašské Klobouky","Svoboda a přímá demokracie (SPD)","SPD","koalice",271,5920,4.58
"Zlínský","Valašské Meziříčí","Svoboda a přímá demokracie (SPD)","SPD","koalice",527,10761,4.9
"Zlínský","Vizovice","Svoboda a přímá demokracie (SPD)","SPD","koalice",236,4598,5.13
"Zlínský","Vsetín","Svoboda a přímá demokracie (SPD)","SPD","koalice",768,16315,4.71
"Zlínský","Zlín","Svoboda a přímá demokracie (SPD)","SPD","koalice",1687,29612,5.7
"Středočeský","Benešov","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",839,16452,5.1
"Středočeský","Beroun","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",859,16332,5.26
"Ústecký","Bílina","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",510,3604,14.15
"Moravskoslezský","Bílovec","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",396,6541,6.05
"Jihočeský","Blatná","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",207,3774,5.48
"Moravskoslezský","Bohumín","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",629,7426,8.47
"Středočeský","Brandýs nad Labem-Stará Boleslav","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",1256,28083,4.47
"Moravskoslezský","Bruntál","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",746,8174,9.13
"Vysočina","Bystřice nad Pernštejnem","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",294,5396,5.45
"Středočeský","Čáslav","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",326,6759,4.82
"Středočeský","Černošice","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",1785,39906,4.47
"Pardubický","Česká Třebová","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",270,4933,5.47
"Jihočeský","České Budějovice","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",1946,50390,3.86
"Středočeský","Český Brod","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",257,4761,5.4
"Jihočeský","Český Krumlov","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",481,10721,4.49
"Moravskoslezský","Český Těšín","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",341,5560,6.13
"Jihočeský","Dačice","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",241,5474,4.4
"Ústecký","Děčín","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",2422,18150,13.34
"Středočeský","Dobříš","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",315,6323,4.98
"Moravskoslezský","Frenštát pod Radhoštěm","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",344,4916,7
"Moravskoslezský","Frýdek-Místek","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",1732,28795,6.01
"Moravskoslezský","Frýdlant nad Ostravicí","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",453,7081,6.4
"Moravskoslezský","Havířov","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",1393,19353,7.2
"Vysočina","Havlíčkův Brod","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",833,14196,5.87
"Pardubický","Hlinsko","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",263,6387,4.12
"Moravskoslezský","Hlučín","SPD, Trikolora a PRO","SPD+Trikol+PRO","koalice",563,11357,4.96
