vol_24,ob_24,odob_24,plhl_24,vol_20,ob_20,odob_20,plhl_20,nazev,okres,kraj
203,95,95,93,199,100,100,99,Světlá,Blansko,Jihomoravský kraj
67192,14673,14649,14543,66522,18641,18638,18422,Brno-střed,Brno-město,Jihomoravský kraj
15767,6622,6622,6575,16412,8591,8579,8468,Brno-Žabovřesky,Brno-město,Jihomoravský kraj
19631,7588,7581,7544,19285,8916,8895,8755,Brno-Královo Pole,Brno-město,Jihomoravský kraj
32642,11848,11844,11775,33956,15234,15183,14952,Brno-sever,Brno-město,Jihomoravský kraj
15170,5511,5507,5465,15500,6519,6509,6459,Brno-Židenice,Brno-město,Jihomoravský kraj
5318,1829,1829,1811,5462,2343,2343,2324,Brno-Černovice,Brno-město,Jihomoravský kraj
6179,2165,2162,2147,6098,2487,2486,2457,Brno-jih,Brno-město,Jihomoravský kraj
9867,3774,3771,3743,10463,4470,4462,4423,Brno-Bohunice,Brno-město,Jihomoravský kraj
9604,3180,3169,3137,10013,3831,3831,3788,Brno-Starý Lískovec,Brno-město,Jihomoravský kraj
7937,2926,2915,2884,8040,3561,3559,3526,Brno-Nový Lískovec,Brno-město,Jihomoravský kraj
8311,3338,3303,3251,9834,4413,4411,4368,Brno-Kohoutovice,Brno-město,Jihomoravský kraj
3426,1520,1520,1509,3300,1751,1744,1713,Brno-Jundrov,Brno-město,Jihomoravský kraj
18258,6721,6716,6685,18909,8256,8256,8167,Brno-Bystrc,Brno-město,Jihomoravský kraj
840,401,401,401,819,473,473,469,Brno-Kníničky,Brno-město,Jihomoravský kraj
5731,2483,2483,2465,5843,3009,3006,2966,Brno-Komín,Brno-město,Jihomoravský kraj
3929,1833,1833,1822,3993,2037,2035,2015,Brno-Medlánky,Brno-město,Jihomoravský kraj
11044,4525,4524,4503,11453,5669,5664,5597,Brno-Řečkovice a Mokrá Hora,Brno-město,Jihomoravský kraj
4338,1705,1704,1696,4276,1936,1934,1907,Brno-Maloměřice a Obřany,Brno-město,Jihomoravský kraj
9328,3443,3441,3418,9919,4090,4088,4048,Brno-Vinohrady,Brno-město,Jihomoravský kraj
19604,7433,7419,7367,20006,8560,8554,8486,Brno-Líšeň,Brno-město,Jihomoravský kraj
7180,2595,2593,2572,7314,3095,3089,3052,Brno-Slatina,Brno-město,Jihomoravský kraj
4086,1564,1563,1537,4205,1952,1950,1923,Brno-Tuřany,Brno-město,Jihomoravský kraj
2491,943,943,938,2574,1141,1140,1130,Brno-Chrlice,Brno-město,Jihomoravský kraj
1875,836,834,822,1938,925,925,911,Brno-Bosonohy,Brno-město,Jihomoravský kraj
4195,1737,1737,1730,3807,1823,1823,1786,Brno-Žebětín,Brno-město,Jihomoravský kraj
1423,705,704,701,1364,832,827,820,Brno-Ivanovice,Brno-město,Jihomoravský kraj
897,443,443,441,844,486,483,475,Brno-Jehnice,Brno-město,Jihomoravský kraj
467,228,228,226,458,265,265,261,Brno-Ořešín,Brno-město,Jihomoravský kraj
680,338,338,337,643,393,393,383,Brno-Útěchov,Brno-město,Jihomoravský kraj
297410,102907,102776,102045,303250,125699,125545,124051,Brno,Brno-město,Jihomoravský kraj
279,144,144,144,264,135,133,131,Otmarov,Brno-venkov,Jihomoravský kraj
128,63,63,63,131,67,67,66,Skalička,Brno-venkov,Jihomoravský kraj
321,149,149,149,324,175,175,173,Ponětovice,Brno-venkov,Jihomoravský kraj
1138,410,410,406,1140,445,445,440,Předklášteří,Brno-venkov,Jihomoravský kraj
331,137,137,137,314,149,149,149,Říčky,Brno-venkov,Jihomoravský kraj
61,33,33,33,52,21,21,19,Skryje,Brno-venkov,Jihomoravský kraj
113,38,38,38,112,45,45,45,Újezd u Tišnova,Brno-venkov,Jihomoravský kraj
521,220,220,217,513,195,195,194,Cvrčovice,Brno-venkov,Jihomoravský kraj
156,77,77,77,153,85,85,84,Běleč,Brno-venkov,Jihomoravský kraj
212,102,102,100,205,100,100,100,Brumov,Brno-venkov,Jihomoravský kraj
805,319,319,317,763,355,355,352,Březina,Brno-venkov,Jihomoravský kraj
75,42,42,42,61,37,37,37,Bukovice,Brno-venkov,Jihomoravský kraj
79,37,37,36,79,35,35,34,Hluboké Dvory,Brno-venkov,Jihomoravský kraj
1150,398,397,397,1163,379,379,378,Lomnice,Brno-venkov,Jihomoravský kraj
95,51,51,50,101,63,63,63,Ochoz u Tišnova,Brno-venkov,Jihomoravský kraj
106,46,46,46,103,46,46,46,Osiky,Brno-venkov,Jihomoravský kraj
193,70,70,70,198,88,88,86,Rašov,Brno-venkov,Jihomoravský kraj
185,81,81,80,190,84,84,81,Rohozec,Brno-venkov,Jihomoravský kraj
113,36,36,36,111,47,47,47,Strhaře,Brno-venkov,Jihomoravský kraj
94,55,55,55,101,51,51,51,Synalov,Brno-venkov,Jihomoravský kraj
200,84,84,84,190,91,91,89,Unín,Brno-venkov,Jihomoravský kraj
56,42,42,42,52,38,38,38,Zhoř,Brno-venkov,Jihomoravský kraj
1029,435,435,434,994,508,507,503,Babice nad Svitavou,Brno-venkov,Jihomoravský kraj
599,220,220,219,587,240,240,236,Babice u Rosic,Brno-venkov,Jihomoravský kraj
2787,1274,1274,1266,2730,1477,1475,1456,Bílovice nad Svitavou,Brno-venkov,Jihomoravský kraj
153,45,45,44,145,58,58,55,Biskoupky,Brno-venkov,Jihomoravský kraj
921,493,493,491,904,541,541,531,Blažovice,Brno-venkov,Jihomoravský kraj
1717,725,724,724,1736,757,756,743,Blučina,Brno-venkov,Jihomoravský kraj
162,82,82,82,157,81,81,81,Braníškov,Brno-venkov,Jihomoravský kraj
524,232,232,229,536,215,215,213,Bratčice,Brno-venkov,Jihomoravský kraj
295,94,94,94,262,118,118,116,Březina,Brno-venkov,Jihomoravský kraj
1439,617,617,615,1413,540,540,533,Čebín,Brno-venkov,Jihomoravský kraj
806,394,394,391,794,447,447,440,Česká,Brno-venkov,Jihomoravský kraj
360,100,100,99,356,103,103,103,Čučice,Brno-venkov,Jihomoravský kraj
868,305,305,302,846,328,328,325,Deblín,Brno-venkov,Jihomoravský kraj
1896,609,608,603,1936,675,675,670,Dolní Kounice,Brno-venkov,Jihomoravský kraj
532,194,194,194,506,220,220,216,Domašov,Brno-venkov,Jihomoravský kraj
1497,527,526,525,1427,578,578,576,Drásov,Brno-venkov,Jihomoravský kraj
502,183,183,181,460,202,202,199,Hajany,Brno-venkov,Jihomoravský kraj
193,67,67,66,179,62,62,61,Heroltice,Brno-venkov,Jihomoravský kraj
247,110,110,109,236,91,91,91,Hlína,Brno-venkov,Jihomoravský kraj
979,314,314,314,910,357,357,352,Holasice,Brno-venkov,Jihomoravský kraj
603,271,270,269,581,282,282,276,Hostěnice,Brno-venkov,Jihomoravský kraj
522,163,163,163,536,226,226,223,Hradčany,Brno-venkov,Jihomoravský kraj
2692,973,973,967,2727,1113,1113,1098,Hrušovany u Brna,Brno-venkov,Jihomoravský kraj
281,113,113,113,273,141,141,139,Hvozdec,Brno-venkov,Jihomoravský kraj
768,299,299,299,759,326,326,325,Chudčice,Brno-venkov,Jihomoravský kraj
7923,2557,2557,2538,7929,2862,2860,2823,Ivančice,Brno-venkov,Jihomoravský kraj
270,97,97,94,265,109,109,106,Javůrek,Brno-venkov,Jihomoravský kraj
627,300,300,295,578,335,335,332,Jinačovice,Brno-venkov,Jihomoravský kraj
738,347,347,347,755,383,383,377,Jiříkovice,Brno-venkov,Jihomoravský kraj
781,375,375,374,741,376,376,374,Kanice,Brno-venkov,Jihomoravský kraj
483,156,155,155,485,183,183,182,Ketkovice,Brno-venkov,Jihomoravský kraj
924,377,377,376,855,437,437,429,Kobylnice,Brno-venkov,Jihomoravský kraj
525,237,237,236,520,285,285,280,Kovalovice,Brno-venkov,Jihomoravský kraj
394,161,161,161,375,160,159,159,Kratochvilka,Brno-venkov,Jihomoravský kraj
271,101,101,100,256,85,85,84,Kupařovice,Brno-venkov,Jihomoravský kraj
8291,3153,3147,3131,8268,3770,3770,3727,Kuřim,Brno-venkov,Jihomoravský kraj
572,206,206,204,592,257,257,256,Lažánky,Brno-venkov,Jihomoravský kraj
188,72,72,72,172,64,64,63,Ledce,Brno-venkov,Jihomoravský kraj
1563,700,698,698,1495,790,790,783,Lelekovice,Brno-venkov,Jihomoravský kraj
209,93,92,92,208,94,94,94,Lesní Hluboké,Brno-venkov,Jihomoravský kraj
101,37,37,37,105,32,32,32,Litostrov,Brno-venkov,Jihomoravský kraj
427,150,150,149,415,188,188,187,Lomnička,Brno-venkov,Jihomoravský kraj
573,179,179,177,506,175,175,173,Lukovany,Brno-venkov,Jihomoravský kraj
577,213,213,211,524,172,172,170,Malešovice,Brno-venkov,Jihomoravský kraj
778,283,283,281,785,359,359,357,Malhostovice,Brno-venkov,Jihomoravský kraj
404,142,142,141,397,170,170,166,Maršov,Brno-venkov,Jihomoravský kraj
660,216,216,213,653,257,256,253,Medlov,Brno-venkov,Jihomoravský kraj
385,144,144,144,373,146,146,146,Mělčany,Brno-venkov,Jihomoravský kraj
1436,505,503,501,1444,487,486,474,Měnín,Brno-venkov,Jihomoravský kraj
3600,1291,1291,1280,3679,1572,1572,1556,Modřice,Brno-venkov,Jihomoravský kraj
2245,960,960,950,2192,1046,1045,1030,Mokrá-Horákov,Brno-venkov,Jihomoravský kraj
2355,938,937,934,2234,1080,1079,1075,Moravany,Brno-venkov,Jihomoravský kraj
752,268,268,266,769,316,316,309,Moravské Bránice,Brno-venkov,Jihomoravský kraj
846,361,360,358,809,407,407,403,Moravské Knínice,Brno-venkov,Jihomoravský kraj
916,372,372,370,937,432,432,425,Moutnice,Brno-venkov,Jihomoravský kraj
653,253,253,252,610,262,262,257,Nebovidy,Brno-venkov,Jihomoravský kraj
66,30,30,29,79,38,38,36,Nelepeč-Žernůvka,Brno-venkov,Jihomoravský kraj
267,94,94,94,249,86,86,86,Němčičky,Brno-venkov,Jihomoravský kraj
757,253,253,252,759,278,278,278,Neslovice,Brno-venkov,Jihomoravský kraj
255,107,107,106,266,115,115,115,Nesvačilka,Brno-venkov,Jihomoravský kraj
666,223,223,220,640,213,213,209,Nová Ves,Brno-venkov,Jihomoravský kraj
563,252,252,250,568,240,240,240,Nové Bránice,Brno-venkov,Jihomoravský kraj
179,61,61,61,174,69,69,69,Odrovice,Brno-venkov,Jihomoravský kraj
1176,499,499,497,1163,539,537,528,Ochoz u Brna,Brno-venkov,Jihomoravský kraj
642,247,247,244,651,275,275,268,Omice,Brno-venkov,Jihomoravský kraj
855,262,262,260,869,275,274,272,Opatovice,Brno-venkov,Jihomoravský kraj
2157,873,873,866,2127,946,946,940,Ořechov,Brno-venkov,Jihomoravský kraj
3842,1113,1113,1106,3833,1182,1181,1167,Oslavany,Brno-venkov,Jihomoravský kraj
1363,558,557,552,1351,726,726,719,Ostopovice,Brno-venkov,Jihomoravský kraj
636,241,241,241,571,219,219,218,Ostrovačice,Brno-venkov,Jihomoravský kraj
1107,519,519,517,1127,608,608,601,Podolí,Brno-venkov,Jihomoravský kraj
259,112,112,109,258,145,145,144,Popovice,Brno-venkov,Jihomoravský kraj
1260,403,402,401,1138,480,480,478,Popůvky,Brno-venkov,Jihomoravský kraj
1766,716,716,713,1774,824,823,817,Pozořice,Brno-venkov,Jihomoravský kraj
745,346,346,342,719,326,326,322,Prace,Brno-venkov,Jihomoravský kraj
537,158,158,157,509,159,159,156,Pravlov,Brno-venkov,Jihomoravský kraj
779,289,289,289,774,304,304,298,Prštice,Brno-venkov,Jihomoravský kraj
495,189,189,188,516,220,220,218,Příbram na Moravě,Brno-venkov,Jihomoravský kraj
417,117,117,116,409,112,112,112,Přibyslavice,Brno-venkov,Jihomoravský kraj
711,330,330,329,723,346,346,343,Přísnotice,Brno-venkov,Jihomoravský kraj
610,196,196,193,614,252,252,249,Radostice,Brno-venkov,Jihomoravský kraj
2892,1083,1083,1078,2856,1182,1180,1168,Rajhrad,Brno-venkov,Jihomoravský kraj
1162,415,415,413,1142,412,412,402,Rajhradice,Brno-venkov,Jihomoravský kraj
797,310,310,310,765,354,354,352,Rebešovice,Brno-venkov,Jihomoravský kraj
4956,1648,1648,1634,4841,1738,1737,1719,Rosice,Brno-venkov,Jihomoravský kraj
833,405,405,401,834,444,444,437,Rozdrojovice,Brno-venkov,Jihomoravský kraj
309,126,126,126,315,133,133,133,Rudka,Brno-venkov,Jihomoravský kraj
638,298,298,297,619,279,279,274,Řícmanice,Brno-venkov,Jihomoravský kraj
1622,681,681,678,1613,793,793,783,Říčany,Brno-venkov,Jihomoravský kraj
522,222,222,221,498,228,228,224,Sentice,Brno-venkov,Jihomoravský kraj
671,291,291,290,669,314,314,310,Silůvky,Brno-venkov,Jihomoravský kraj
801,443,443,440,831,490,489,485,Sivice,Brno-venkov,Jihomoravský kraj
466,175,175,173,460,180,180,180,Sobotovice,Brno-venkov,Jihomoravský kraj
1819,661,660,658,1731,708,707,696,Sokolnice,Brno-venkov,Jihomoravský kraj
306,95,95,95,296,115,115,114,Stanoviště,Brno-venkov,Jihomoravský kraj
2363,1020,1019,1016,2338,1165,1165,1149,Střelice,Brno-venkov,Jihomoravský kraj
357,125,125,125,352,138,138,138,Svatoslav,Brno-venkov,Jihomoravský kraj
1385,512,512,510,1272,576,576,573,Syrovice,Brno-venkov,Jihomoravský kraj
252,95,95,95,258,109,109,109,Šerkovice,Brno-venkov,Jihomoravský kraj
5915,2407,2405,2394,5908,2910,2904,2866,Šlapanice,Brno-venkov,Jihomoravský kraj
410,181,181,181,416,188,188,187,Štěpánovice,Brno-venkov,Jihomoravský kraj
1266,510,510,506,1265,581,581,576,Telnice,Brno-venkov,Jihomoravský kraj
861,335,335,332,880,377,376,373,Tetčice,Brno-venkov,Jihomoravský kraj
1018,405,405,402,996,405,404,395,Těšany,Brno-venkov,Jihomoravský kraj
6977,2578,2578,2561,7107,2845,2843,2809,Tišnov,Brno-venkov,Jihomoravský kraj
305,119,119,117,297,140,140,140,Trboušany,Brno-venkov,Jihomoravský kraj
1878,699,699,695,1804,805,805,793,Troubsko,Brno-venkov,Jihomoravský kraj
1036,510,510,507,1038,607,603,602,Tvarožná,Brno-venkov,Jihomoravský kraj
1357,502,502,497,2627,1111,1108,1087,Újezd u Brna,Brno-venkov,Jihomoravský kraj
227,99,99,98,231,114,114,109,Újezd u Rosic,Brno-venkov,Jihomoravský kraj
577,243,243,241,597,260,260,256,Unkovice,Brno-venkov,Jihomoravský kraj
114,62,62,62,106,56,56,56,Úsuší,Brno-venkov,Jihomoravský kraj
577,350,350,349,569,416,416,411,Velatice,Brno-venkov,Jihomoravský kraj
2521,930,929,923,2548,1030,1030,1025,Veverská Bítýška,Brno-venkov,Jihomoravský kraj
749,273,273,273,736,269,269,269,Veverské Knínice,Brno-venkov,Jihomoravský kraj
1053,509,509,509,1034,540,539,529,Viničné Šumice,Brno-venkov,Jihomoravský kraj
155,45,45,45,141,56,56,56,Vohančice,Brno-venkov,Jihomoravský kraj
940,380,380,377,944,443,440,433,Vojkovice,Brno-venkov,Jihomoravský kraj
653,267,267,267,631,307,307,306,Vranov,Brno-venkov,Jihomoravský kraj
211,67,67,67,209,105,105,101,Všechovice,Brno-venkov,Jihomoravský kraj
585,247,247,244,557,222,222,221,Vysoké Popovice,Brno-venkov,Jihomoravský kraj
615,192,192,191,626,231,231,230,Zakřany,Brno-venkov,Jihomoravský kraj
52,24,24,23,52,20,20,20,Zálesná Zhoř,Brno-venkov,Jihomoravský kraj
1944,649,649,645,2020,679,679,673,Zastávka,Brno-venkov,Jihomoravský kraj
1006,411,411,409,989,407,407,405,Zbraslav,Brno-venkov,Jihomoravský kraj
2911,762,762,761,3031,844,844,840,Zbýšov,Brno-venkov,Jihomoravský kraj
1290,487,487,482,1294,574,574,570,Žabčice,Brno-venkov,Jihomoravský kraj
714,291,291,291,699,348,348,341,Žatčany,Brno-venkov,Jihomoravský kraj
1395,531,531,528,1345,579,579,572,Želešice,Brno-venkov,Jihomoravský kraj
468,222,222,222,403,241,241,238,Železné,Brno-venkov,Jihomoravský kraj
2799,1153,1149,1144,2832,1222,1219,1200,Židlochovice,Brno-venkov,Jihomoravský kraj
604,217,217,215,609,251,251,248,Ivaň,Brno-venkov,Jihomoravský kraj
1096,428,427,425,1073,458,458,455,Nosislav,Brno-venkov,Jihomoravský kraj
599,193,193,192,611,176,176,171,Pasohlávky,Brno-venkov,Jihomoravský kraj
4151,1662,1659,1637,4012,1378,1378,1365,Pohořelice,Brno-venkov,Jihomoravský kraj
856,300,300,297,841,314,314,308,Přibice,Brno-venkov,Jihomoravský kraj
708,186,186,182,704,175,175,174,Vlasatice,Brno-venkov,Jihomoravský kraj
1892,604,604,598,1908,700,700,697,Vranovice,Brno-venkov,Jihomoravský kraj
190,91,91,90,186,83,83,83,Katov,Brno-venkov,Jihomoravský kraj
328,127,127,126,328,128,128,127,Senorady,Brno-venkov,Jihomoravský kraj
487,236,236,235,466,142,142,135,Branišovice,Brno-venkov,Jihomoravský kraj
426,153,153,152,395,133,132,132,Loděnice,Brno-venkov,Jihomoravský kraj
236,85,85,85,234,76,76,75,Šumice,Brno-venkov,Jihomoravský kraj
576,194,194,193,561,170,170,169,Troskotovice,Brno-venkov,Jihomoravský kraj
275,119,119,118,275,136,136,130,Borač,Brno-venkov,Jihomoravský kraj
90,44,44,44,83,47,47,47,Borovník,Brno-venkov,Jihomoravský kraj
134,83,83,83,123,71,71,70,Černvír,Brno-venkov,Jihomoravský kraj
1054,397,397,396,1048,429,429,426,Dolní Loučky,Brno-venkov,Jihomoravský kraj
655,278,278,278,667,313,313,313,Doubravník,Brno-venkov,Jihomoravský kraj
88,38,38,38,93,42,42,42,Drahonín,Brno-venkov,Jihomoravský kraj
247,107,107,107,250,109,109,109,Horní Loučky,Brno-venkov,Jihomoravský kraj
236,86,86,86,227,86,86,86,Kaly,Brno-venkov,Jihomoravský kraj
169,63,63,62,175,79,79,79,Křižínkov,Brno-venkov,Jihomoravský kraj
112,69,69,69,104,66,66,65,Kuřimská Nová Ves,Brno-venkov,Jihomoravský kraj
130,66,66,66,129,69,69,69,Kuřimské Jestřabí,Brno-venkov,Jihomoravský kraj
41,30,30,30,40,31,31,31,Lubné,Brno-venkov,Jihomoravský kraj
1066,383,383,382,1093,431,431,425,Nedvědice,Brno-venkov,Jihomoravský kraj
198,96,96,96,186,118,118,117,Níhov,Brno-venkov,Jihomoravský kraj
266,115,115,115,263,115,115,115,Olší,Brno-venkov,Jihomoravský kraj
152,57,57,57,153,70,70,69,Pernštejnské Jestřabí,Brno-venkov,Jihomoravský kraj
67,31,31,31,62,25,25,24,Rojetín,Brno-venkov,Jihomoravský kraj
44,18,18,18,32,26,26,25,Řikonín,Brno-venkov,Jihomoravský kraj
84,41,41,41,78,42,42,42,Tišnovská Nová Ves,Brno-venkov,Jihomoravský kraj
74,36,36,36,74,37,37,37,Vratislávka,Brno-venkov,Jihomoravský kraj
306,139,139,137,297,135,135,134,Žďárec,Brno-venkov,Jihomoravský kraj
175,75,75,75,172,63,63,62,Kašnice,Břeclav,Jihomoravský kraj
349,125,125,123,346,120,120,119,Kurdějov,Břeclav,Jihomoravský kraj
1021,368,368,355,1022,392,392,385,Ladná,Břeclav,Jihomoravský kraj
19444,6303,6287,6204,20005,6792,6790,6739,Břeclav,Břeclav,Jihomoravský kraj
350,124,123,122,329,128,128,127,Bavory,Břeclav,Jihomoravský kraj
768,294,292,289,740,318,318,312,Boleradice,Břeclav,Jihomoravský kraj
659,234,233,233,669,208,208,202,Borkovany,Břeclav,Jihomoravský kraj
1089,436,436,433,1044,444,443,439,Bořetice,Břeclav,Jihomoravský kraj
457,131,128,127,448,124,124,123,Brod nad Dyjí,Břeclav,Jihomoravský kraj
771,349,349,341,783,262,262,258,Brumovice,Břeclav,Jihomoravský kraj
1365,443,441,437,1346,401,401,398,Březí,Břeclav,Jihomoravský kraj
602,171,171,170,622,170,170,170,Bulhary,Břeclav,Jihomoravský kraj
403,180,180,177,405,165,165,164,Diváky,Břeclav,Jihomoravský kraj
351,114,114,110,360,91,91,91,Dobré Pole,Břeclav,Jihomoravský kraj
1408,403,403,400,1429,394,394,391,Dolní Dunajovice,Břeclav,Jihomoravský kraj
272,78,78,78,260,107,107,107,Dolní Věstonice,Břeclav,Jihomoravský kraj
1430,432,432,428,1443,341,341,337,Drnholec,Břeclav,Jihomoravský kraj
1034,327,327,320,1035,313,313,312,Hlohovec,Břeclav,Jihomoravský kraj
544,227,224,221,551,234,234,231,Horní Bojanovice,Břeclav,Jihomoravský kraj
427,143,143,143,398,136,136,134,Horní Věstonice,Břeclav,Jihomoravský kraj
1286,529,529,527,1291,422,422,416,Hrušky,Břeclav,Jihomoravský kraj
4825,1672,1663,1648,4777,1808,1805,1788,Hustopeče,Břeclav,Jihomoravský kraj
528,104,104,102,532,116,116,116,Jevišovka,Břeclav,Jihomoravský kraj
435,153,152,149,409,144,144,140,Klentnice,Břeclav,Jihomoravský kraj
1904,746,746,730,1935,695,695,693,Klobouky u Brna,Břeclav,Jihomoravský kraj
1640,594,594,591,1659,586,586,573,Kobylí,Břeclav,Jihomoravský kraj
1553,514,512,502,1560,483,483,474,Kostice,Břeclav,Jihomoravský kraj
985,310,310,306,991,314,312,309,Krumvíř,Břeclav,Jihomoravský kraj
1071,380,378,371,1060,410,409,405,Křepice,Břeclav,Jihomoravský kraj
2967,802,802,793,3017,885,883,875,Lanžhot,Břeclav,Jihomoravský kraj
1710,623,620,615,1806,697,697,693,Lednice,Břeclav,Jihomoravský kraj
5881,1867,1862,1831,5980,2022,2022,1998,Mikulov,Břeclav,Jihomoravský kraj
377,112,112,110,366,100,100,99,Milovice,Břeclav,Jihomoravský kraj
2097,702,698,687,2099,664,664,658,Moravská Nová Ves,Břeclav,Jihomoravský kraj
1190,473,473,461,1199,429,429,424,Moravský Žižkov,Břeclav,Jihomoravský kraj
406,159,157,154,391,176,176,174,Morkůvky,Břeclav,Jihomoravský kraj
548,224,224,221,557,235,235,234,Němčičky,Břeclav,Jihomoravský kraj
626,250,250,247,629,277,277,277,Nikolčice,Břeclav,Jihomoravský kraj
993,300,300,296,968,286,286,283,Novosedly,Břeclav,Jihomoravský kraj
286,70,70,69,263,58,58,58,Nový Přerov,Břeclav,Jihomoravský kraj
471,153,153,151,457,132,132,129,Pavlov,Břeclav,Jihomoravský kraj
630,201,201,199,640,220,220,218,Perná,Břeclav,Jihomoravský kraj
2326,824,822,812,2392,805,805,794,Podivín,Břeclav,Jihomoravský kraj
790,282,278,273,762,288,288,286,Popice,Břeclav,Jihomoravský kraj
637,185,185,180,639,196,196,194,Pouzdřany,Břeclav,Jihomoravský kraj
637,182,182,177,650,175,175,174,Přítluky,Břeclav,Jihomoravský kraj
1758,539,538,537,1744,583,583,580,Rakvice,Břeclav,Jihomoravský kraj
694,179,178,177,715,183,183,183,Sedlec,Břeclav,Jihomoravský kraj
743,270,270,270,725,236,236,233,Starovice,Břeclav,Jihomoravský kraj
685,183,182,178,694,213,213,210,Starovičky,Břeclav,Jihomoravský kraj
665,219,217,210,670,200,199,199,Strachotín,Břeclav,Jihomoravský kraj
1198,328,328,326,1205,328,328,325,Šakvice,Břeclav,Jihomoravský kraj
0,0,0,0,1639,659,659,653,Šitbořice,Břeclav,Jihomoravský kraj
1660,515,514,509,1697,600,600,596,Tvrdonice,Břeclav,Jihomoravský kraj
863,320,318,314,887,299,298,298,Týnec,Břeclav,Jihomoravský kraj
869,344,344,343,840,329,329,326,Uherčice,Břeclav,Jihomoravský kraj
2882,862,861,844,2923,978,976,965,Valtice,Břeclav,Jihomoravský kraj
3070,1017,1017,1006,3095,1207,1207,1190,Velké Bílovice,Břeclav,Jihomoravský kraj
386,150,150,149,392,127,127,127,Velké Hostěrádky,Břeclav,Jihomoravský kraj
1417,612,612,602,1420,608,608,605,Velké Němčice,Břeclav,Jihomoravský kraj
2435,902,900,885,2502,1013,1013,1000,Velké Pavlovice,Břeclav,Jihomoravský kraj
855,312,311,308,857,289,289,287,Vrbice,Břeclav,Jihomoravský kraj
1209,345,344,341,1158,321,321,315,Zaječí,Břeclav,Jihomoravský kraj
18608,5136,5135,5098,20277,6253,6250,6197,Hodonín,Hodonín,Jihomoravský kraj
691,208,208,208,735,207,207,206,Archlebov,Hodonín,Jihomoravský kraj
1637,549,549,540,1693,585,584,579,Blatnice pod Svatým Antonínkem,Hodonín,Jihomoravský kraj
358,160,160,158,351,135,135,135,Blatnička,Hodonín,Jihomoravský kraj
594,224,224,222,586,211,211,210,Bukovany,Hodonín,Jihomoravský kraj
3516,1078,1078,1071,3512,1173,1173,1147,Bzenec,Hodonín,Jihomoravský kraj
1031,384,384,381,1023,408,408,405,Čejč,Hodonín,Jihomoravský kraj
1957,599,599,596,2002,642,642,632,Čejkovice,Hodonín,Jihomoravský kraj
361,131,131,130,342,152,152,149,Čeložnice,Hodonín,Jihomoravský kraj
1181,352,351,346,1121,353,353,348,Dambořice,Hodonín,Jihomoravský kraj
2390,939,939,936,2334,1030,1030,1007,Dolní Bojanovice,Hodonín,Jihomoravský kraj
804,262,262,261,818,291,291,291,Domanín,Hodonín,Jihomoravský kraj
228,87,87,87,228,74,74,73,Dražůvky,Hodonín,Jihomoravský kraj
5101,1465,1465,1453,5238,1609,1609,1592,Dubňany,Hodonín,Jihomoravský kraj
1766,611,611,607,1783,683,683,674,Hovorany,Hodonín,Jihomoravský kraj
954,319,319,319,990,328,327,320,Hroznová Lhota,Hodonín,Jihomoravský kraj
468,139,139,138,482,156,155,155,Hrubá Vrbka,Hodonín,Jihomoravský kraj
324,116,116,116,338,142,142,139,Hýsly,Hodonín,Jihomoravský kraj
549,134,134,134,574,123,123,122,Javorník,Hodonín,Jihomoravský kraj
575,187,187,185,579,222,222,222,Ježov,Hodonín,Jihomoravský kraj
356,173,172,168,362,242,242,238,Josefov,Hodonín,Jihomoravský kraj
158,67,67,67,172,76,76,76,Karlín,Hodonín,Jihomoravský kraj
208,69,69,68,206,76,76,76,Kelčany,Hodonín,Jihomoravský kraj
877,269,269,267,909,246,246,234,Kněždub,Hodonín,Jihomoravský kraj
692,289,289,283,704,315,315,310,Kostelec,Hodonín,Jihomoravský kraj
440,183,183,183,420,170,170,167,Kozojídky,Hodonín,Jihomoravský kraj
307,122,121,120,334,113,112,109,Kuželov,Hodonín,Jihomoravský kraj
9074,3391,3390,3372,9263,3791,3791,3744,Kyjov,Hodonín,Jihomoravský kraj
139,50,50,49,148,50,50,50,Labuty,Hodonín,Jihomoravský kraj
1212,390,390,389,1216,397,396,388,Lipov,Hodonín,Jihomoravský kraj
767,304,304,302,793,274,271,263,Louka,Hodonín,Jihomoravský kraj
679,285,285,285,647,393,393,390,Lovčice,Hodonín,Jihomoravský kraj
2324,716,716,712,2359,766,765,760,Lužice,Hodonín,Jihomoravský kraj
145,77,77,77,137,80,80,79,Malá Vrbka,Hodonín,Jihomoravský kraj
1599,567,567,564,1585,551,551,546,Mikulčice,Hodonín,Jihomoravský kraj
1527,511,511,507,1520,515,515,509,Milotice,Hodonín,Jihomoravský kraj
597,232,232,232,615,245,245,240,Moravany,Hodonín,Jihomoravský kraj
1665,588,588,583,1694,677,676,668,Moravský Písek,Hodonín,Jihomoravský kraj
2938,931,930,925,2971,1088,1088,1074,Mutěnice,Hodonín,Jihomoravský kraj
673,238,238,237,697,297,297,296,Násedlovice,Hodonín,Jihomoravský kraj
287,96,96,95,281,109,109,109,Nechvalín,Hodonín,Jihomoravský kraj
384,138,138,137,378,137,137,136,Nenkovice,Hodonín,Jihomoravský kraj
507,121,121,121,539,161,161,159,Nová Lhota,Hodonín,Jihomoravský kraj
185,52,52,52,167,53,53,53,Nový Poddvorov,Hodonín,Jihomoravský kraj
180,84,84,83,182,82,82,81,Ostrovánky,Hodonín,Jihomoravský kraj
